Segmento;Item;CEST;NCM/SH;Descrição
PRODUTOS ALIMENTÍCIOS;16.1;17.016.01;0401.20.10;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros
PRODUTOS ALIMENTÍCIOS;17.0;17.017.00;0401.40.10;Leite em recipiente de conteúdo inferior ou igual a 1 litro
PRODUTOS ALIMENTÍCIOS;17.0;17.017.00;0401.50.10;Leite em recipiente de conteúdo inferior ou igual a 1 litro
PRODUTOS ALIMENTÍCIOS;17.1;17.017.01;0401.40.10;Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
PRODUTOS ALIMENTÍCIOS;17.1;17.017.01;0401.50.10;Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
PRODUTOS ALIMENTÍCIOS;18.0;17.018.00;0401.10.90;Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro
PRODUTOS ALIMENTÍCIOS;18.0;17.018.00;0401.20.90;Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro
PRODUTOS ALIMENTÍCIOS;18.1;17.018.01;0401.10.90;Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
PRODUTOS ALIMENTÍCIOS;18.1;17.018.01;0401.20.90;Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
PRODUTOS ALIMENTÍCIOS;19.0;17.019.00;0401.40.2;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;19.0;17.019.00;0402.21.30;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;19.0;17.019.00;0402.29.30;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;19.0;17.019.00;0402.9;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;19.1;17.019.01;0401.40.2;Creme de leite, em recipiente de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;19.1;17.019.01;0402.21.30;Creme de leite, em recipiente de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;19.1;17.019.01;0402.29.30;Creme de leite, em recipiente de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;19.1;17.019.01;0402.9;Creme de leite, em recipiente de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;19.2;17.019.02;0401.10;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
PRODUTOS ALIMENTÍCIOS;19.2;17.019.02;0401.20;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
PRODUTOS ALIMENTÍCIOS;19.2;17.019.02;0401.50;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
PRODUTOS ALIMENTÍCIOS;19.2;17.019.02;0402.10;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
PRODUTOS ALIMENTÍCIOS;19.2;17.019.02;0402.29.20;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
PRODUTOS ALIMENTÍCIOS;20.0;17.020.00;0402.9;Leite condensado, em recipiente de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;20.1;17.020.01;0402.9;Leite condensado, em recipiente de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;21.0;17.021.00;403;Iogurte e leite fermentado em recipiente de conteúdo inferior ou igual a 2 litros
PRODUTOS ALIMENTÍCIOS;21.1;17.021.01;403;Iogurte e leite fermentado em recipiente de conteúdo superior a 2 litros
PRODUTOS ALIMENTÍCIOS;22.0;17.022.00;0403.90.00;Coalhada
PRODUTOS ALIMENTÍCIOS;23.0;17.023.00;406;Requeijão e similares, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;23.1;17.023.01;406;Requeijão e similares, em recipiente de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;24.0;17.024.00;406;Queijos, exceto os dos CEST 17.024.01, 17.024.02, 17.024.03 e 17.024.04
PRODUTOS ALIMENTÍCIOS;24.1;17.024.01;0406.10.10;Queijo muçarela
PRODUTOS ALIMENTÍCIOS;24.2;17. 024.02;0406.10.90;Queijo minas frescal
PRODUTOS ALIMENTÍCIOS;24.3;17. 024.03;0406.10.90;Queijo ricota
PRODUTOS ALIMENTÍCIOS;24.4;17. 024.04;0406.10.90;Queijo petit suisse
PRODUTOS ALIMENTÍCIOS;25.0;17.025.00;0405.10.00;Manteiga, em embalagem de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;25.1;17.025.01;0405.10.00;Manteiga, em embalagem de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;25.2;17.025.02;0405.90.90;Manteiga de garrafa
PRODUTOS ALIMENTÍCIOS;26.0;17.026.00;1517.10.00;Margarina e creme vegetal, em recipiente de conteúdo inferior ou igual a 500 g, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;27.0;17.027.00;1517.10.00;Margarina e creme vegetal, em recipiente de conteúdo superior a 500 g e inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a   10 g
PRODUTOS ALIMENTÍCIOS;27.1;17.027.01;1517.10.00;Margarina e creme vegetal, em recipiente de conteúdo superior a de 1 kg
PRODUTOS ALIMENTÍCIOS;27.2;17.027.02;1517.90;Outras margarinas e cremes vegetais em recipiente de conteúdo inferior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;28.0;17.028.00;1516.20.00;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;28.1;17.028.01;1516.20.00;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo superior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;29.0;17.029.00;1901.90.20;Doces de leite
PRODUTOS ALIMENTÍCIOS;30.0;17.030.00;1904.10.00;Produtos à base de cereais, obtidos por expansão ou torrefação
PRODUTOS ALIMENTÍCIOS;30.0;17.030.00;1904.90.00;Produtos à base de cereais, obtidos por expansão ou torrefação
PRODUTOS ALIMENTÍCIOS;31.0;17.031.00;1905.90.90;Salgadinhos diversos
PRODUTOS ALIMENTÍCIOS;32.0;17.032.00;2005.20.00;Batata frita, inhame e mandioca fritos
PRODUTOS ALIMENTÍCIOS;32.0;17.032.00;2005.9;Batata frita, inhame e mandioca fritos
PRODUTOS ALIMENTÍCIOS;33.0;17.033.00;2008.1;Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;33.1;17.033.01;2008.1;Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;34.0;17.034.00;2103.20.10;Catchup em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;35.0;17.035.00;2103.90.21;Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g
PRODUTOS ALIMENTÍCIOS;35.0;17.035.00;2103.90.91;Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g
PRODUTOS ALIMENTÍCIOS;36.0;17.036.00;2103.10.10;Molhos de soja preparados em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;37.0;17.037.00;2103.30.10;Farinha de mostarda em embalagens de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;38.0;17.038.00;2103.30.21;Mostarda preparada em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;39.0;17.039.00;2103.90.11;Maionese em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;40.0;17.040.00;2002;Tomates preparados ou conservados, exceto em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;41.0;17.041.00;2103.20.10;Molhos de tomate em embalagens imediatas de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;42.0;17.042.00;1704.90.90;Barra de cereais
PRODUTOS ALIMENTÍCIOS;42.0;17.042.00;1904.20.00;Barra de cereais
PRODUTOS ALIMENTÍCIOS;42.0;17.042.00;1904.90.00;Barra de cereais
PRODUTOS ALIMENTÍCIOS;43.0;17.043.00;1806.31.20;Barra de cereais contendo cacau
PRODUTOS ALIMENTÍCIOS;43.0;17.043.00;1806.32.20;Barra de cereais contendo cacau
PRODUTOS ALIMENTÍCIOS;43.0;17.043.00;1806.90.00;Barra de cereais contendo cacau
PRODUTOS ALIMENTÍCIOS;44.0;17.044.00;1101.00.10;Farinha de trigo, em embalagem inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;44.1;17.044.01;1101.00.10;Farinha de trigo, em embalagem superior a 1kg e inferior a 5 kg
PRODUTOS ALIMENTÍCIOS;44.2;17.044.02;1101.00.10;Farinha de trigo especial, em embalagem igual a 5 kg
PRODUTOS ALIMENTÍCIOS;44.3;17.044.03;1101.00.10;Farinha de trigo especial, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
PRODUTOS ALIMENTÍCIOS;44.4;17.044.04;1101.00.10;Farinha de trigo especial, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
PRODUTOS ALIMENTÍCIOS;44.5;17.044.05;1101.00.10;Farinha de trigo comum, em embalagem igual a 5 kg
PRODUTOS ALIMENTÍCIOS;44.6;17.044.06;1101.00.10;Farinha de trigo comum, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
PRODUTOS ALIMENTÍCIOS;44.7;17.044.07;1101.00.10;Farinha de trigo comum, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
PRODUTOS ALIMENTÍCIOS;44.8;17.044.08;1101.00.10;Farinha de trigo doméstica especial, em embalagem superior e igual a 5 Kg e inferior e igual a 10 Kg
PRODUTOS ALIMENTÍCIOS;44.9;17.044.09;1101.00.10;Farinha de trigo doméstica com fermento, em embalagem superior e igual a 5 Kg e inferior e igual a 10 kg
PRODUTOS ALIMENTÍCIOS;46.0;17.046.00;1901.20.00;Misturas e preparações para bolos e pães, em embalagem inferior ou igual a 25 Kg
PRODUTOS ALIMENTÍCIOS;46.0;17.046.00;1901.90.90;Misturas e preparações para bolos e pães, em embalagem inferior ou igual a 25 Kg
PRODUTOS ALIMENTÍCIOS;46.1;17.046.01;1901.20.00;Misturas e preparações para bolos e pães, em embalagem superior a 25 Kg e inferior ou igual a 50 Kg
PRODUTOS ALIMENTÍCIOS;46.1;17.046.01;1901.90.90;Misturas e preparações para bolos e pães, em embalagem superior a 25 Kg e inferior ou igual a 50 Kg
PRODUTOS ALIMENTÍCIOS;47.0;17.047.00;1902.30.00;Massas alimentícias tipo instantânea
PRODUTOS ALIMENTÍCIOS;48.0;17.048.00;1902;Massas alimentícias, cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, exceto as descritas nos CEST 17.047.00, 17.048.01, e 17.048.02
PRODUTOS ALIMENTÍCIOS;48.1;17.048.01;1902.40.00;Cuscuz
PRODUTOS ALIMENTÍCIOS;48.2;17.048.02;1902.20.00;Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo)
PRODUTOS ALIMENTÍCIOS;49.0;17.049.00;1902.1;Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.03
PRODUTOS ALIMENTÍCIOS;49.1;17.049.01;1902.1;Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.04
PRODUTOS ALIMENTÍCIOS;49.2;17.049.02;1902.1;Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.05
PRODUTOS ALIMENTÍCIOS;49.3;17.049.03;1902.19.00;Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos
PRODUTOS ALIMENTÍCIOS;49.4;17.049.04;1902.19.00;Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos
PRODUTOS ALIMENTÍCIOS;49.5;17.049.05;1902.19.00;Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos
PRODUTOS ALIMENTÍCIOS;50.0;17.050.00;1905.20;Pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma
PRODUTOS ALIMENTÍCIOS;51.0;17.051.00;1905.20.90;Bolo de forma, inclusive de especiarias
PRODUTOS ALIMENTÍCIOS;52.0;17.052.00;1905.20.10;Panetones
PRODUTOS ALIMENTÍCIOS;53.0;17.053.00;1905.31.00;Biscoitos e bolachas derivados de farinha de trigo. (exceto dos tipos 'cream cracker', 'água e sal', 'maisena', 'maria' e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)
PRODUTOS ALIMENTÍCIOS;53.1;17.053.01;1905.31.00;Biscoitos e bolachas derivados de farinha de trigo dos tipos “maisena” e “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial. Exceto o CEST 17.053.02
PRODUTOS ALIMENTÍCIOS;53.2;17.053.02;1905.31.00;Biscoitos e bolachas derivados de farinha de trigo dos tipos 'cream cracker' e 'água e sal' de consumo popular
PRODUTOS ALIMENTÍCIOS;54.0;17.054.00;1905.31.00;Biscoitos e bolachas não derivados de farinha de trigo. (exceto dos tipos 'cream cracker', 'água e sal', 'maisena' e 'maria' e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)
PRODUTOS ALIMENTÍCIOS;54.1;17.054.01;1905.31.00;Biscoitos e bolachas não derivados de farinha de trigo dos tipos “maisena” e “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial. Exceto o CEST 17.054.02
PRODUTOS ALIMENTÍCIOS;54.2;17.054.02;1905.31.00;Biscoitos e bolachas não derivados de farinha de trigo dos tipos 'cream cracker' e 'água e sal' de consumo popular
PRODUTOS ALIMENTÍCIOS;56.0;17.056.00;1905.90.20;Biscoitos e bolachas derivados de farinha de trigo dos tipos 'cream cracker' e 'água e sal'
PRODUTOS ALIMENTÍCIOS;56.1;17.056.01;1905.90.20;Biscoitos e bolachas não derivados de farinha de trigo dos tipos 'cream cracker' e 'água e sal'
PRODUTOS ALIMENTÍCIOS;56.2;17.056.02;1905.90.20;Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 17.056.00 e 17.056.01
PRODUTOS ALIMENTÍCIOS;57.0;17.057.00;1905.32.00;“Waffles” e “wafers” - sem cobertura
PRODUTOS ALIMENTÍCIOS;58.0;17.058.00;1905.32.00;“Waffles” e “wafers”- com cobertura
PRODUTOS ALIMENTÍCIOS;59.0;17.059.00;1905.40.00;Torradas, pão torrado e produtos semelhantes torrados 
PRODUTOS ALIMENTÍCIOS;60.0;17.060.00;1905.90.10;Outros pães de forma
PRODUTOS ALIMENTÍCIOS;62.0;17.062.00;1905.90.90;Outros pães e bolos industrializados e produtos de panificação não especificados anteriormente. exceto casquinhas para sorvete e pão francês de até 200 g
PRODUTOS ALIMENTÍCIOS;63.0;17.063.00;1905.10.00;Pão denominado knackebrot
PRODUTOS ALIMENTÍCIOS;64.0;17.064.00;1905.90;Demais pães industrializados
PRODUTOS ALIMENTÍCIOS;65.0;17.065.00;1507.90.11;Óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
PRODUTOS ALIMENTÍCIOS;66.0;17.066.00;1508;Óleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
PRODUTOS ALIMENTÍCIOS;67.0;17.067.00;1509;Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 20 mililitros
PRODUTOS ALIMENTÍCIOS;67.1;17.067.01;1509;Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros
PRODUTOS ALIMENTÍCIOS;67.2;17.067.02;1509;Azeites de oliva, em recipientes com capacidade superior a 5 litros
PRODUTOS ALIMENTÍCIOS;68.0;17.068.00;1510.00.00;Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
PRODUTOS ALIMENTÍCIOS;69.0;17.069.00;1512.19.11;Óleo de girassol ou de algodão refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
PRODUTOS ALIMENTÍCIOS;69.0;17.069.00;1512.29.10;Óleo de girassol ou de algodão refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
PRODUTOS ALIMENTÍCIOS;70.0;17.070.00;1514.1;Óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
PRODUTOS ALIMENTÍCIOS;71.0;17.071.00;1515.19.00;Óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
PRODUTOS ALIMENTÍCIOS;72.0;17.072.00;1515.29.10;Óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
PRODUTOS ALIMENTÍCIOS;73.0;17.073.00;1512.29.90;Outros óleos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
PRODUTOS ALIMENTÍCIOS;74.0;17.074.00;1517.90.10;Misturas de óleos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
PRODUTOS ALIMENTÍCIOS;75.0;17.075.00;1511;Outros óleos vegetais comestíveis não especificados anteriormente
PRODUTOS ALIMENTÍCIOS;75.0;17.075.00;1513;Outros óleos vegetais comestíveis não especificados anteriormente
PRODUTOS ALIMENTÍCIOS;75.0;17.075.00;1514;Outros óleos vegetais comestíveis não especificados anteriormente
PRODUTOS ALIMENTÍCIOS;75.0;17.075.00;1515;Outros óleos vegetais comestíveis não especificados anteriormente
PRODUTOS ALIMENTÍCIOS;75.0;17.075.00;1516;Outros óleos vegetais comestíveis não especificados anteriormente
PRODUTOS ALIMENTÍCIOS;75.0;17.075.00;1518;Outros óleos vegetais comestíveis não especificados anteriormente
